CAR_MODAL,BRAND,CAR_NAME,CAR_VARIANT,OWNER_TYPE,KM_DRIVEN,FUEL_TYPE,MONTHLY_EMI,CAR_PRICE,LOCATION
2013,Maruti,Swift,Swift VXI ,MANUAL,63029,PETROL,"7,610",289000,Delhi NCR
2019,Hyundai,NEW,NEW SANTRO SPORTZ AMT ,AUTOMATIC,65109,PETROL,"8,465",433000,Delhi NCR
2019,Maruti,Ciaz,Ciaz DELTA AT 1.5 SHVS PETROL ,AUTOMATIC,52112,PETROL,"14,799",757000,Delhi NCR
2019,Maruti,New,New Wagon-R VXI 1.2 AMT ,AUTOMATIC,12716,PETROL,"10,244",524000,Delhi NCR
2023,Renault,Kwid,Kwid RXT 1.0 AMT ,AUTOMATIC,2369,PETROL,"10,577",541000,Delhi NCR
2021,Tata,NEXON,NEXON XZA PLUS PETROL ,AUTOMATIC,17824,PETROL,"17,873",939000,Delhi NCR
2020,Hyundai,VENUE,VENUE SX 1.0 (O) TURBO IMT ,MANUAL,51349,PETROL,"15,912",836000,Delhi NCR
2019,Mahindra,XUV500,XUV500 W5 ,MANUAL,54955,DIESEL,"19,677",905000,Delhi NCR
2020,Maruti,New,New Wagon-R VXI 1.2 ,MANUAL,30400,PETROL,"9,521",487000,Delhi NCR
2019,Renault,Kwid,Kwid RXT 1.0 AMT (O) ,AUTOMATIC,13568,PETROL,"8,016",409999,Delhi NCR
2014,Maruti,Alto,Alto K10 VXI ,MANUAL,80912,PETROL,"4,783",215000,Delhi NCR
2016,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,87766,PETROL,"8,974",459000,Delhi NCR
2019,Maruti,Ciaz,Ciaz ALPHA 1.5 SHVS PETROL ,MANUAL,41735,PETROL,"14,350",734000,Delhi NCR
2017,Maruti,IGNIS,IGNIS ZETA 1.2 AMT ,AUTOMATIC,86424,PETROL,"9,325",476999,Delhi NCR
2012,Hyundai,i10,i10 MAGNA 1.2 ,MANUAL,30532,PETROL,"6,942",209000,Delhi NCR
2011,Hyundai,i10,i10 MAGNA 1.2 ,MANUAL,56340,PETROL,"7,673",163000,Delhi NCR
2016,Hyundai,Grand,Grand i10 ASTA (O) 1.2 KAPPA VTVT ,MANUAL,69965,CNG,"10,499",472000,Delhi NCR
2016,Hyundai,Grand,Grand i10 ASTA 1.2 KAPPA VTVT ,MANUAL,72561,PETROL,"8,641",442000,Delhi NCR
2016,Toyota,Corolla,Corolla Altis G PETROL ,MANUAL,89737,PETROL,"13,724",702000,Delhi NCR
2020,Maruti,New,New Wagon-R LXI CNG (O) 1.0 ,MANUAL,72472,CNG,"9,912",507000,Delhi NCR
2022,Tata,Tiago,Tiago XT CNG ,MANUAL,12693,CNG,"12,981",664000,Delhi NCR
2021,Renault,Kiger,Kiger RXZ TURBO MT ,MANUAL,46266,PETROL,"13,959",714000,Delhi NCR
2020,Maruti,New,New Wagon-R LXI 1.0 ,MANUAL,24266,PETROL,"9,365",479000,Delhi NCR
2021,Hyundai,XCENT,XCENT PRIME T+ CNG ,MANUAL,30541,CNG,"12,473",638000,Delhi NCR
2021,Tata,NEXON,NEXON XZA PLUS SUNROOF PETROL ,AUTOMATIC,43424,PETROL,"18,101",951000,Delhi NCR
2021,Datsun,Redi,Redi Go T ,MANUAL,36052,PETROL,"7,038",360000,Delhi NCR
2019,Mahindra,XUV500,XUV500 W11 AT ,AUTOMATIC,52998,DIESEL,"26,874",1236000,Delhi NCR
2017,Honda,WR-V,WR-V 1.2L I-VTEC VX MT ,MANUAL,37935,PETROL,"12,610",645000,Delhi NCR
2018,Maruti,Wagon,Wagon R 1.0 LXI CNG ,MANUAL,80107,CNG,"7,703",394000,Delhi NCR
2017,Hyundai,Grand,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT ,AUTOMATIC,52543,PETROL,"9,990",511000,Delhi NCR
2011,Hyundai,i10,i10 MAGNA 1.2 ,MANUAL,57449,PETROL,"8,426",179000,Delhi NCR
2018,Maruti,Celerio,Celerio X ZXI (O) AMT ,AUTOMATIC,50012,PETROL,"8,035",411000,Delhi NCR
2017,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,54948,PETROL,"9,267",474000,Delhi NCR
2011,Toyota,Etios,Etios VX ,MANUAL,90308,PETROL,"9,650",204999,Delhi NCR
2020,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,56966,PETROL,"13,069",668000,Delhi NCR
2022,Mahindra,XUV300,XUV300 W8 (O) 1.2 PETROL AMT ,AUTOMATIC,13045,PETROL,"21,680",1139000,Delhi NCR
2016,Maruti,Ciaz,Ciaz ZXI ,MANUAL,107298,PETROL,"10,544",474000,Delhi NCR
2014,Honda,City,City 1.5L I-VTEC V MT ,MANUAL,75245,PETROL,"10,321",463999,Delhi NCR
2018,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,45853,PETROL,"10,205",522000,Delhi NCR
2010,Maruti,Swift,Swift Dzire ZXI ,MANUAL,96995,PETROL,"15,993",180000,Delhi NCR
2021,Tata,NEXON,NEXON XZ PETROL ,MANUAL,8119,PETROL,"16,331",858000,Delhi NCR
2015,Hyundai,Grand,Grand i10 MAGNA 1.2 KAPPA VTVT ,MANUAL,99108,PETROL,"6,686",342000,Delhi NCR
2013,Maruti,Swift,Swift VXI ,MANUAL,99639,PETROL,"7,979",303000,Delhi NCR
2013,Maruti,Swift,Swift VXI ,MANUAL,46822,PETROL,"7,716",293000,Delhi NCR
2019,Maruti,Vitara,Vitara Brezza ZDI ,MANUAL,102604,DIESEL,"15,260",686000,Delhi NCR
2021,Renault,Kwid,Kwid RXL 1.0 AMT ,AUTOMATIC,27646,PETROL,"8,446",432000,Delhi NCR
2022,Maruti,Swift,Swift ZXI PLUS ,MANUAL,24626,PETROL,"14,799",757000,Delhi NCR
2019,Maruti,Baleno,Baleno ZETA CVT PETROL 1.2 ,AUTOMATIC,15895,PETROL,"14,017",717000,Delhi NCR
2022,Renault,TRIBER,TRIBER RXL MT ,MANUAL,21089,PETROL,"12,336",631000,Delhi NCR
2020,Maruti,New,New Wagon-R LXI 1.0 ,MANUAL,64042,PETROL,"8,974",459000,Delhi NCR
2011,Hyundai,i10,i10 MAGNA 1.2 ,MANUAL,55482,PETROL,"8,379",178000,Delhi NCR
2017,Maruti,Baleno,Baleno ALPHA PETROL 1.2 ,MANUAL,65806,PETROL,"9,834",503000,Delhi NCR
2019,Mahindra,XUV500,XUV500 W5 ,MANUAL,56122,DIESEL,"21,764",1001000,Delhi NCR
2015,Toyota,Corolla,Corolla Altis VL CVT PETROL ,AUTOMATIC,100681,PETROL,"17,729",797000,Delhi NCR
2015,Volkswagen,Vento,Vento HIGHLINE 1.6 MPI ,MANUAL,98990,PETROL,"9,912",507000,Delhi NCR
2016,Honda,City,City 1.5L I-VTEC VX ,MANUAL,77095,PETROL,"12,336",631000,Delhi NCR
2015,Honda,City,City 1.5L I-VTEC V MT ,MANUAL,91368,PETROL,"9,912",507000,Delhi NCR
2014,Hyundai,i20,i20 SPORTZ 1.2 ,MANUAL,85084,PETROL,"7,763",349000,Delhi NCR
2017,Hyundai,Creta,Creta SX PLUS AT 1.6 PETROL ,AUTOMATIC,95409,PETROL,"14,252",729000,Delhi NCR
2020,Maruti,S,S PRESSO VXI+ ,MANUAL,15966,PETROL,"7,957",407000,Delhi NCR
2019,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,43478,PETROL,"11,789",603000,Delhi NCR
2017,Datsun,Go,Go ANNIVERSARY EDITION ,MANUAL,50724,PETROL,"5,865",300000,Delhi NCR
2020,Maruti,New,New Wagon-R LXI 1.0 ,MANUAL,54194,PETROL,"8,915",455999,Delhi NCR
2020,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,57169,PETROL,"12,434",636000,Delhi NCR
2019,Hyundai,VENUE,VENUE SX PLUS 1.0 TURBO DCT ,AUTOMATIC,53350,PETROL,"17,683",928999,Delhi NCR
2021,Maruti,Alto,Alto VXI ,MANUAL,54855,PETROL,"6,784",347000,Delhi NCR
2014,Maruti,Swift,Swift Dzire VXI ,MANUAL,74185,PETROL,"7,496",337000,Delhi NCR
2016,Maruti,Celerio,Celerio ZXI AMT ,AUTOMATIC,37597,PETROL,"7,879",403000,Delhi NCR
2015,Honda,City,City 1.5L I-VTEC V MT ,MANUAL,83104,PETROL,"9,783",500000,Delhi NCR
2020,Maruti,Baleno,Baleno ALPHA CVT PETROL 1.2 ,AUTOMATIC,15673,PETROL,"15,288",782000,Delhi NCR
2022,Maruti,New,New Wagon-R ZXI 1.2 ,MANUAL,13103,PETROL,"11,105",568000,Delhi NCR
2014,Honda,City,City 1.5L I-VTEC V MT ,MANUAL,50752,PETROL,"11,055",497000,Delhi NCR
2019,Renault,TRIBER,TRIBER RXL MT ,MANUAL,33392,PETROL,"9,814",501999,Delhi NCR
2017,Maruti,Dzire,Dzire LXI ,MANUAL,22263,PETROL,"9,365",479000,Delhi NCR
2019,Datsun,Go,Go Plus T(O) ,MANUAL,30616,PETROL,"8,915",455999,Delhi NCR
2011,Maruti,Swift,Swift VXI ,MANUAL,47552,PETROL,"11,062",235000,Delhi NCR
2014,Maruti,Wagon,Wagon R 1.0 LXI ,MANUAL,53117,PETROL,"6,117",275000,Delhi NCR
2014,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,72090,PETROL,"6,050",272000,Delhi NCR
2021,Tata,TIGOR,TIGOR XE PETROL ,MANUAL,24927,PETROL,"10,283",526000,Delhi NCR
2017,Honda,City,City 1.5L I-VTEC ZX CVT ,AUTOMATIC,39103,PETROL,"15,608",819999,Delhi NCR
2010,Hyundai,i10,i10 SPORTZ 1.2 ,MANUAL,74924,PETROL,"11,550",130000,Delhi NCR
2019,Honda,Jazz,Jazz 1.2L I-VTEC V ,MANUAL,49131,PETROL,"11,456",586000,Delhi NCR
2019,Maruti,Ciaz,Ciaz SIGMA 1.5 SHVS MT PETROL ,MANUAL,66068,PETROL,"13,353",683000,Delhi NCR
2017,Ford,Ecosport,Ecosport TREND 1.5L PETROL ,MANUAL,43277,PETROL,"11,574",592000,Delhi NCR
2017,Maruti,Swift,Swift LXI (O) ,MANUAL,42401,PETROL,"8,758",448000,Delhi NCR
2020,Renault,Kwid,Kwid RXT 1.0 AMT (O) ,AUTOMATIC,52957,PETROL,"7,927",405000,Delhi NCR
2020,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,31845,PETROL,"12,903",660000,Delhi NCR
2013,Honda,Amaze,Amaze 1.2L I-VTEC S ,MANUAL,42649,PETROL,"7,900",300000,Delhi NCR
2018,Maruti,Ciaz,Ciaz DELTA 1.5 SHVS MT PETROL ,MANUAL,51690,PETROL,"13,118",671000,Delhi NCR
2020,Maruti,Alto,Alto VXI ,MANUAL,35457,PETROL,"6,510",333000,Delhi NCR
2011,Toyota,Etios,Etios VX ,MANUAL,71433,PETROL,"11,439",243000,Delhi NCR
2019,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,59602,PETROL,"11,730",600000,Delhi NCR
2020,Renault,TRIBER,TRIBER RXZ ,MANUAL,48169,PETROL,"10,968",561000,Delhi NCR
2015,Maruti,Ciaz,Ciaz VXI+ ,MANUAL,94923,PETROL,"9,580",490000,Delhi NCR
2011,Hyundai,i10,i10 MAGNA 1.1 ,MANUAL,82143,PETROL,"7,155",152000,Delhi NCR
2018,Maruti,Ciaz,Ciaz ALPHA AT 1.5 SHVS PETROL ,AUTOMATIC,104059,PETROL,"15,141",681000,Delhi NCR
2022,Renault,Kwid,Kwid CLIMBER 1.0 (O) ,MANUAL,15517,PETROL,"8,974",459000,Delhi NCR
2017,Ford,Ecosport,Ecosport TITANIUM 1.5L PETROL AT ,AUTOMATIC,67602,PETROL,"12,004",614000,Delhi NCR
2023,Mahindra,XUV300,XUV300 W8 (O) 1.2 PETROL ,MANUAL,12057,PETROL,"22,574",1186000,Delhi NCR
2012,Hyundai,i10,i10 SPORTZ 1.2 ,MANUAL,65838,PETROL,"6,942",209000,Delhi NCR
2020,Hyundai,Grand,Grand i10 SPORTZ 1.2 KAPPA VTVT ,MANUAL,22924,PETROL,"11,280",577000,Delhi NCR
2012,Maruti,Swift,Swift ZXI ,MANUAL,55346,PETROL,"10,695",322000,Delhi NCR
2011,Maruti,Swift,Swift VXI ,MANUAL,68075,PETROL,"10,450",222000,Delhi NCR
2017,Honda,Amaze,Amaze 1.2L I-VTEC S ,MANUAL,68484,PETROL,"8,856",453000,Delhi NCR
2012,Maruti,Swift,Swift Dzire VXI ,MANUAL,43425,PETROL,"8,669",261000,Delhi NCR
2011,Toyota,Etios,Etios VX ,MANUAL,95917,PETROL,"9,415",200000,Delhi NCR
2022,Maruti,S,S PRESSO VXI+ ,MANUAL,12690,PETROL,"9,658",494000,Delhi NCR
2021,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,25705,PETROL,"13,079",669000,Delhi NCR
2017,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,47472,PETROL,"10,166",520000,Delhi NCR
2013,Hyundai,i20,i20 MAGNA 1.2 ,MANUAL,69108,PETROL,"7,031",267000,Delhi NCR
2011,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,31824,PETROL,"9,179",195000,Delhi NCR
2013,Toyota,Etios,Etios Liva G ,MANUAL,41856,PETROL,"8,242",313000,Delhi NCR
2019,Honda,WR-V,WR-V 1.2L I-VTEC VX MT ,MANUAL,17242,PETROL,"14,193",726000,Delhi NCR
2018,Datsun,Redi,Redi Go A ,MANUAL,84695,PETROL,"4,340",222000,Delhi NCR
2015,Maruti,Baleno,Baleno ALPHA PETROL 1.2 ,MANUAL,33752,PETROL,"10,107",517000,Delhi NCR
2012,Maruti,Ertiga,Ertiga LXI ,MANUAL,52584,PETROL,"13,020",392000,Delhi NCR
2018,Honda,Amaze,Amaze 1.2L I-VTEC S CVT ,AUTOMATIC,49543,PETROL,"10,811",553000,Delhi NCR
2020,Maruti,Baleno,Baleno ALPHA PETROL 1.2 ,MANUAL,65829,PETROL,"11,984",613000,Delhi NCR
2018,Tata,TIAGO,TIAGO NRG PETROL ,MANUAL,35764,PETROL,"8,407",430000,Delhi NCR
2019,Hyundai,VENUE,VENUE SX PLUS 1.0 TURBO DCT ,AUTOMATIC,72340,PETROL,"17,036",894999,Delhi NCR
2023,Renault,TRIBER,TRIBER RXZ ,MANUAL,14050,PETROL,"14,936",764000,Delhi NCR
2015,Hyundai,Grand,Grand i10 ASTA AT 1.2 KAPPA VTVT ,AUTOMATIC,16739,PETROL,"9,716",497000,Delhi NCR
2012,Toyota,Etios,Etios Liva G SP ,MANUAL,77476,PETROL,"9,234",278000,Delhi NCR
2015,Honda,Brio,Brio VX AT ,AUTOMATIC,44303,PETROL,"7,683",393000,Delhi NCR
2016,Hyundai,Grand,Grand i10 ASTA (O) 1.2 KAPPA VTVT ,MANUAL,59812,PETROL,"7,713",394000,Delhi NCR
2018,Hyundai,Creta,Creta 1.6 CRDI SX PLUS AUTO ,AUTOMATIC,60349,DIESEL,"24,450",946000,Delhi NCR
2014,Maruti,Swift,Swift Dzire ZXI ,MANUAL,62656,PETROL,"9,031",405999,Delhi NCR
2012,Hyundai,i10,i10 MAGNA 1.2 ,MANUAL,61470,PETROL,"6,909",208000,Delhi NCR
2021,Mahindra,XUV300,XUV300 W8 (O) 1.2 PETROL AMT ,AUTOMATIC,16669,PETROL,"21,090",1108000,Delhi NCR
2014,Honda,City,City 1.5L I-VTEC E MT ,MANUAL,47069,PETROL,"10,188",458000,Delhi NCR
2022,KIA,SONET,SONET GTX PLUS 1.0 IMT ,MANUAL,22717,PETROL,"22,289",1171000,Delhi NCR
2019,Mahindra,XUV300,XUV300 W8 (O) 1.2 PETROL ,MANUAL,47914,PETROL,"16,921",889000,Delhi NCR
2019,Honda,Amaze,Amaze 1.2L I-VTEC S ,MANUAL,54392,PETROL,"11,740",600000,Delhi NCR
2021,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,29923,PETROL,"12,375",633000,Delhi NCR
2018,Maruti,Baleno,Baleno ZETA CVT PETROL 1.2 ,AUTOMATIC,54458,PETROL,"10,948",560000,Delhi NCR
2017,Hyundai,Creta,Creta SX PLUS AT 1.6 PETROL ,AUTOMATIC,74436,PETROL,"16,046",843000,Delhi NCR
2016,Hyundai,Grand,Grand i10 ASTA (O) AT 1.2 KAPPA VTVT ,AUTOMATIC,49812,PETROL,"9,267",474000,Delhi NCR
2021,Maruti,S,S PRESSO VXI (O) ,MANUAL,15360,PETROL,"8,035",411000,Delhi NCR
2017,Maruti,Ciaz,Ciaz ALPHA 1.4 PETROL ,MANUAL,43537,PETROL,"13,235",677000,Delhi NCR
2019,Renault,Kwid,Kwid RXT 1.0 ,MANUAL,50023,PETROL,"6,667",341000,Delhi NCR
2015,Maruti,Ciaz,Ciaz VXI+ ,MANUAL,109535,PETROL,"10,277",462000,Delhi NCR
2021,Renault,TRIBER,TRIBER RXE MT ,MANUAL,28929,PETROL,"10,498",537000,Delhi NCR
2011,Hyundai,Santro,Santro Xing GL PLUS ,MANUAL,69102,PETROL,"7,720",164000,Delhi NCR
2018,Maruti,Baleno,Baleno DELTA CVT PETROL 1.2 ,AUTOMATIC,94466,PETROL,"10,362",530000,Delhi NCR
2019,Maruti,Ciaz,Ciaz DELTA AT 1.5 SHVS PETROL ,AUTOMATIC,31431,PETROL,"15,523",794000,Delhi NCR
2016,Maruti,Baleno,Baleno ALPHA PETROL 1.2 ,MANUAL,89506,PETROL,"9,130",467000,Delhi NCR
2022,Renault,Kwid,Kwid RXT 1.0 (O) ,MANUAL,7162,PETROL,"8,563",438000,Delhi NCR
2017,Hyundai,Grand,Grand i10 MAGNA 1.2 KAPPA VTVT ,MANUAL,79122,PETROL,"8,367",428000,Delhi NCR
2017,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,115870,PETROL,"10,622",478000,Delhi NCR
2019,Hyundai,NEW,NEW SANTRO SPORTZ CNG ,MANUAL,89405,CNG,"9,189",470000,Delhi NCR
2017,Tata,NEXON,NEXON XZ PLUS PETROL ,MANUAL,40890,PETROL,"12,317",630000,Delhi NCR
2011,Hyundai,i20,i20 MAGNA (O) 1.2 ,MANUAL,43790,PETROL,"11,580",246000,Delhi NCR
2020,Renault,Kwid,Kwid RXT 1.0 AMT (O) ,AUTOMATIC,12381,PETROL,"8,250",422000,Delhi NCR
2018,Maruti,Baleno,Baleno DELTA CVT PETROL 1.2 ,AUTOMATIC,70189,PETROL,"10,479",536000,Delhi NCR
2012,Maruti,Swift,Swift Dzire VXI ,MANUAL,51629,PETROL,"9,267",279000,Delhi NCR
2020,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,74081,PETROL,"11,984",613000,Delhi NCR
2015,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,69216,PETROL,"8,758",448000,Delhi NCR
2017,Maruti,Baleno,Baleno ZETA CVT PETROL 1.2 ,AUTOMATIC,36035,PETROL,"11,046",565000,Delhi NCR
2019,Hyundai,VENUE,VENUE SX PLUS 1.0 TURBO DCT ,AUTOMATIC,70908,PETROL,"17,683",928999,Delhi NCR
2017,Maruti,Celerio,Celerio VXI AMT ,AUTOMATIC,22156,PETROL,"7,957",407000,Delhi NCR
2021,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,41436,PETROL,"11,906",609000,Delhi NCR
2022,Renault,TRIBER,TRIBER RXZ ,MANUAL,30508,PETROL,"14,702",752000,Delhi NCR
2011,Hyundai,i20,i20 SPORTZ 1.2 ,MANUAL,71485,PETROL,"9,791",208000,Delhi NCR
2019,Maruti,Baleno,Baleno ALPHA PETROL 1.2 ,MANUAL,48887,PETROL,"12,532",641000,Delhi NCR
2011,Maruti,Wagon,Wagon R 1.0 LX ,MANUAL,93282,PETROL,"8,379",178000,Delhi NCR
2017,Maruti,Ciaz,Ciaz ZETA 1.4 AT PETROL ,AUTOMATIC,63948,PETROL,"13,054",668000,Delhi NCR
2015,Maruti,Swift,Swift Dzire ZXI ,MANUAL,43488,PETROL,"8,661",443000,Delhi NCR
2014,Toyota,Etios,Etios G ,MANUAL,76413,PETROL,"7,719",347000,Delhi NCR
2020,Renault,Kwid,Kwid CLIMBER 1.0 AMT (O) ,AUTOMATIC,24956,PETROL,"9,071",463999,Delhi NCR
2018,Hyundai,Creta,Creta SX PLUS AT 1.6 PETROL ,AUTOMATIC,86490,PETROL,"17,340",911000,Delhi NCR
2017,Maruti,Ciaz,Ciaz ALPHA 1.4 PETROL ,MANUAL,77919,PETROL,"11,750",601000,Delhi NCR
2015,Maruti,Baleno,Baleno ALPHA DIESEL 1.3 ,MANUAL,70867,DIESEL,"40,870",459999,Delhi NCR
2011,Hyundai,i20,i20 MAGNA 1.2 ,MANUAL,97176,PETROL,"9,650",204999,Delhi NCR
2021,Renault,TRIBER,TRIBER RXZ AMT ,AUTOMATIC,24190,PETROL,"14,369",735000,Delhi NCR
2017,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,66418,PETROL,"10,010",512000,Delhi NCR
2014,Maruti,Ciaz,Ciaz VXI ,MANUAL,58200,PETROL,"9,165",412000,Delhi NCR
2015,Hyundai,Elite,Elite i20 MAGNA 1.2 ,MANUAL,84601,PETROL,"8,563",438000,Delhi NCR
2017,Maruti,Ciaz,Ciaz ZETA 1.4 AT PETROL ,AUTOMATIC,62898,PETROL,"12,708",650000,Delhi NCR
2017,Maruti,Swift,Swift ZXI ,MANUAL,68287,PETROL,"9,951",509000,Delhi NCR
2016,Hyundai,Grand,Grand i10 ASTA 1.2 KAPPA VTVT ,MANUAL,97399,PETROL,"8,289",424000,Delhi NCR
2017,Honda,Jazz,Jazz 1.2L I-VTEC V AT ,AUTOMATIC,95825,PETROL,"9,990",511000,Delhi NCR
2018,Maruti,Baleno,Baleno ZETA CVT PETROL 1.2 ,AUTOMATIC,36969,PETROL,"12,864",658000,Delhi NCR
2018,Maruti,Ciaz,Ciaz DELTA 1.5 SHVS MT PETROL ,MANUAL,95723,PETROL,"12,571",643000,Delhi NCR
2017,Maruti,Ciaz,Ciaz ZETA 1.4 AT PETROL ,AUTOMATIC,91528,PETROL,"12,258",627000,Delhi NCR
2011,Hyundai,i20,i20 SPORTZ 1.2 ,MANUAL,99510,PETROL,"10,027",213000,Delhi NCR
2020,Renault,TRIBER,TRIBER RXZ AMT ,AUTOMATIC,13341,PETROL,"13,392",685000,Delhi NCR
2011,Honda,Jazz,Jazz 1.2L I-VTEC BASE ,MANUAL,74253,PETROL,"10,403",221000,Delhi NCR
2017,Hyundai,Grand,Grand i10 MAGNA 1.2 KAPPA VTVT ,MANUAL,60443,PETROL,"8,113",415000,Delhi NCR
2012,Maruti,Swift,Swift Dzire VXI ,MANUAL,54292,PETROL,"10,197",307000,Delhi NCR
2012,Hyundai,i10,i10 MAGNA 1.1 ,MANUAL,100144,PETROL,"6,809",204999,Delhi NCR
2020,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,59231,PETROL,"12,453",637000,Delhi NCR
2018,Maruti,Ciaz,Ciaz ZETA 1.4 AT PETROL ,AUTOMATIC,119884,PETROL,"16,817",756000,Delhi NCR
2013,Maruti,Swift,Swift VXI ,MANUAL,82496,PETROL,"8,506",323000,Delhi NCR
2022,Maruti,S,S PRESSO VXI+ ,MANUAL,21688,PETROL,"8,895",455000,Delhi NCR
2021,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,30880,PETROL,"13,353",683000,Delhi NCR
2021,Mahindra,XUV300,XUV300 W8(O) 1.2 PETROL DUAL TONE ,MANUAL,12532,PETROL,"21,166",1112000,Delhi NCR
2017,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,105428,PETROL,"10,566",475000,Delhi NCR
2015,Hyundai,Grand,Grand i10 ASTA AT 1.2 KAPPA VTVT ,AUTOMATIC,80208,PETROL,"9,032",462000,Delhi NCR
2011,Toyota,Etios,Etios G ,MANUAL,73409,PETROL,"11,439",243000,Delhi NCR
2016,Hyundai,Grand,Grand i10 MAGNA AT 1.2 KAPPA VTVT ,AUTOMATIC,25133,PETROL,"8,778",449000,Delhi NCR
2011,Toyota,Etios,Etios V ,MANUAL,68623,PETROL,"9,697",206000,Delhi NCR
2013,Maruti,Swift,Swift LXI ,MANUAL,61671,PETROL,"8,664",329000,Delhi NCR
2017,Honda,City,City 1.5L I-VTEC SV ,MANUAL,78493,PETROL,"11,535",590000,Delhi NCR
2015,Honda,Jazz,Jazz 1.2L I-VTEC S AT ,AUTOMATIC,31802,PETROL,"8,270",423000,Delhi NCR
2020,Renault,Kwid,Kwid RXT 0.8 ,MANUAL,4640,PETROL,"7,996",409000,Delhi NCR
2020,Maruti,New,New Wagon-R LXI 1.0 ,MANUAL,20914,PETROL,"9,234",472000,Delhi NCR
2018,Hyundai,Xcent,Xcent S 1.2 ,MANUAL,87732,CNG,"9,912",507000,Delhi NCR
2019,Mahindra,Scorpio,Scorpio S9 ,MANUAL,21437,DIESEL,"26,330",1211000,Delhi NCR
2019,Hyundai,NEW,NEW SANTRO ERA EXECUTIVE ,MANUAL,69331,PETROL,"7,605",389000,Delhi NCR
2019,Maruti,XL6,XL6 ZETA AT ,AUTOMATIC,21515,PETROL,"19,814",1041000,Delhi NCR
2023,Maruti,BREZZA,BREZZA VXI SMART HYBRID ,MANUAL,19281,PETROL,"17,816",936000,Delhi NCR
2019,Maruti,Swift,Swift LXI ,MANUAL,57073,PETROL,"8,993",459999,Delhi NCR
2021,Skoda,Rapid,Rapid STYLE TSI ,MANUAL,13471,PETROL,"18,132",952999,Delhi NCR
2017,Hyundai,Verna,Verna 1.6 VTVT SX ,MANUAL,79384,PETROL,"13,470",689000,Delhi NCR
2016,Maruti,Celerio,Celerio VXI ,MANUAL,54080,PETROL,"5,709",292000,Delhi NCR
2023,Volkswagen,VIRTUS,VIRTUS HIGHLINE TSI 1.0 AT ,AUTOMATIC,9083,PETROL,"26,895",1413000,Delhi NCR
2018,Maruti,Wagon,Wagon R 1.0 LXI CNG ,MANUAL,56257,CNG,"7,468",382000,Delhi NCR
2019,Datsun,Redi,Redi Go A ,MANUAL,22317,PETROL,"4,751",243000,Delhi NCR
2022,Tata,Safari,Safari XZA PLUS DARK EDITION ,AUTOMATIC,31676,DIESEL,"36,869",1937000,Delhi NCR
2015,Maruti,Ciaz,Ciaz VXI+ ,MANUAL,45312,PETROL,"9,149",468000,Delhi NCR
2019,Ford,Ecosport,Ecosport TITANIUM 1.5L DIESEL ,MANUAL,27603,DIESEL,"14,904",670000,Delhi NCR
2021,Honda,Amaze,Amaze 1.2L I-VTEC S CVT ,AUTOMATIC,43503,PETROL,"12,942",662000,Delhi NCR
2016,Hyundai,Creta,Creta SX PLUS 1.6 PETROL ,MANUAL,118002,PETROL,"14,225",639000,Delhi NCR
2019,Renault,Duster,Duster RXE PETROL ,MANUAL,39254,PETROL,"12,766",653000,Delhi NCR
2011,Honda,City,City 1.5L I-VTEC S MT ,MANUAL,88490,PETROL,"12,333",262000,Delhi NCR
2020,Maruti,Vitara,Vitara Brezza VXI AT SHVS ,AUTOMATIC,30949,PETROL,"15,235",800000,Delhi NCR
2020,Honda,Amaze,Amaze 1.2L I-VTEC S ,MANUAL,47733,PETROL,"10,186",521000,Delhi NCR
2022,Maruti,IGNIS,IGNIS DELTA 1.2 ,MANUAL,18015,PETROL,"10,538",539000,Delhi NCR
2019,Honda,Jazz,Jazz 1.5L I-DTEC VX ,MANUAL,27362,DIESEL,"13,369",601000,Delhi NCR
2019,Maruti,IGNIS,IGNIS DELTA 1.2 ,MANUAL,47387,PETROL,"8,719",446000,Delhi NCR
