CAR_MODAL,BRAND,CAR_NAME,CAR_VARIANT,OWNER_TYPE,KM_DRIVEN,FUEL_TYPE,MONTHLY_EMI,CAR_PRICE,LOCATION
2020,Hyundai,AURA,AURA SX PLUS 1.2 AMT ,AUTOMATIC,23213,PETROL,"13,157",673000,Bangalore
2017,Hyundai,Xcent,Xcent SX 1.2 ,MANUAL,55733,PETROL,"11,984",613000,Bangalore
2016,Hyundai,Creta,Creta SX PLUS 1.6 PETROL ,MANUAL,60817,PETROL,"17,740",932000,Bangalore
2020,Tata,NEXON,NEXON XZA PLUS PETROL ,AUTOMATIC,54568,PETROL,"18,368",965000,Bangalore
2020,Renault,Kwid,Kwid NEOTECH RXL 1.0 AMT ,AUTOMATIC,17546,PETROL,"9,521",487000,Bangalore
2022,Maruti,Dzire,Dzire VXI AMT ,AUTOMATIC,16023,PETROL,"15,464",791000,Bangalore
2020,Tata,NEXON,NEXON XZ PLUS PETROL DUAL TONE ,MANUAL,54623,PETROL,"16,807",883000,Bangalore
2016,Hyundai,Eon,Eon ERA + ,MANUAL,44873,PETROL,"6,041",309000,Bangalore
2015,Nissan,Micra,Micra Active XV ,MANUAL,59365,PETROL,"6,628",339000,Bangalore
2014,Hyundai,i20,i20 SPORTZ 1.2 ,MANUAL,57769,PETROL,"10,967",493000,Bangalore
2022,Hyundai,VENUE,VENUE SX 1.0 (O) TURBO IMT ,MANUAL,35746,PETROL,"22,803",1198000,Bangalore
2020,Hyundai,AURA,AURA SX PLUS 1.2 AMT CRDI ,AUTOMATIC,49985,DIESEL,"15,418",810000,Bangalore
2013,Maruti,Ertiga,Ertiga VXI ,MANUAL,51980,PETROL,"17,960",682000,Bangalore
2014,Renault,Duster,Duster 110 PS RXL ADVENTURE ,MANUAL,64937,DIESEL,"16,406",623000,Bangalore
2017,Maruti,Dzire,Dzire ZXI PLUS AMT ,AUTOMATIC,105779,PETROL,"14,036",631000,Bangalore
2018,Hyundai,Grand,Grand i10 SPORTZ AT 1.2 KAPPA VTVT ,AUTOMATIC,42364,PETROL,"11,984",613000,Bangalore
2019,Renault,Duster,Duster RXS PETROL ,MANUAL,40229,PETROL,"14,506",742000,Bangalore
2021,Maruti,Baleno,Baleno DELTA CVT PETROL 1.2 ,AUTOMATIC,32596,PETROL,"13,881",710000,Bangalore
2021,Skoda,Rapid,Rapid STYLE AT TSI ,AUTOMATIC,41125,PETROL,"21,528",1131000,Bangalore
2018,Renault,Kwid,Kwid 1.0 MARVEL IRON MAN EDITION ,MANUAL,47928,PETROL,"7,546",386000,Bangalore
2016,Hyundai,Creta,Creta SX PLUS AT 1.6 DIESEL ,AUTOMATIC,93290,DIESEL,"18,197",956000,Bangalore
2022,Hyundai,VENUE,VENUE SX (O) 1.5 CRDI ,MANUAL,14280,DIESEL,"23,431",1231000,Bangalore
2011,Maruti,Ritz,Ritz VDI ,MANUAL,72644,DIESEL,"34,207",385000,Bangalore
2019,Hyundai,Creta,Creta SX AT 1.6 PETROL ,AUTOMATIC,44370,PETROL,"21,737",1142000,Bangalore
2018,Honda,City,City 1.5L I-VTEC ZX CVT ,AUTOMATIC,29977,PETROL,"18,958",996000,Bangalore
2021,KIA,SELTOS,SELTOS GTX PLUS 1.4 PETROL DCT DUAL TONE ,AUTOMATIC,30378,PETROL,"31,793",1670000,Bangalore
2016,Hyundai,Creta,Creta SX PLUS AT 1.6 DIESEL ,AUTOMATIC,113873,DIESEL,"20,960",964000,Bangalore
2016,Hyundai,Elite,Elite i20 ASTA 1.2 (O) ,MANUAL,89398,PETROL,"12,395",634000,Bangalore
2016,Hyundai,Grand,Grand i10 ASTA 1.2 KAPPA VTVT ,MANUAL,42552,PETROL,"9,560",488999,Bangalore
2022,Tata,NEXON,NEXON XZA PLUS (O) PETROL ,AUTOMATIC,13619,PETROL,"24,040",1263000,Bangalore
2023,Maruti,Alto,Alto K10 VXI PLUS ,MANUAL,5654,PETROL,"10,753",550000,Bangalore
2016,Hyundai,Creta,Creta E PLUS 1.6 PETROL ,MANUAL,48665,PETROL,"16,160",849000,Bangalore
2014,Hyundai,i20,i20 SPORTZ 1.2 ,MANUAL,40194,PETROL,"10,423",469000,Bangalore
2016,Honda,City,City 1.5L I-VTEC VX CVT ,AUTOMATIC,92236,PETROL,"14,174",725000,Bangalore
2017,Hyundai,Creta,Creta SX PLUS 1.6 PETROL ,MANUAL,18538,PETROL,"18,710",983000,Bangalore
2019,Honda,City,City 1.5L I-VTEC ZX CVT ,AUTOMATIC,32479,PETROL,"20,557",1080000,Bangalore
2020,Tata,NEXON,NEXON XZ PLUS (O) PETROL ,MANUAL,46447,PETROL,"19,129",1005000,Bangalore
2023,Maruti,Celerio,Celerio ZXI AMT ,AUTOMATIC,17052,PETROL,"12,708",650000,Bangalore
2020,Maruti,S,S PRESSO VXI PLUS AMT ,AUTOMATIC,11957,PETROL,"9,543",488000,Bangalore
2015,Mahindra,XUV500,XUV500 W6 ,MANUAL,86773,DIESEL,"18,003",827999,Bangalore
2019,Tata,NEXON,NEXON XZA PLUS PETROL DUAL TONE ,AUTOMATIC,59737,PETROL,"15,353",807000,Bangalore
2022,Maruti,Dzire,Dzire ZXI Plus AMT ,AUTOMATIC,9369,PETROL,"17,169",902000,Bangalore
2023,Maruti,Celerio,Celerio VXI AMT ,AUTOMATIC,3951,PETROL,"12,923",661000,Bangalore
2015,Hyundai,Grand,Grand i10 SPORTZ 1.2 KAPPA VTVT ,MANUAL,24680,PETROL,"8,645",442000,Bangalore
2017,Renault,Kwid,Kwid CLIMBER 1.0 AMT ,AUTOMATIC,55810,PETROL,"7,468",382000,Bangalore
2012,Hyundai,i10,i10 SPORTZ 1.2 ,MANUAL,36577,PETROL,"11,060",333000,Bangalore
2016,Honda,Amaze,Amaze 1.2L I-VTEC S ,MANUAL,47097,PETROL,"9,873",505000,Bangalore
2011,Maruti,Swift,Swift VXI ,MANUAL,96506,PETROL,"17,182",365000,Bangalore
2013,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,76286,PETROL,"8,796",334000,Bangalore
2022,KIA,SONET,SONET HTK PLUS 1.5 ,MANUAL,22691,DIESEL,"21,223",1115000,Bangalore
2018,Hyundai,Grand,Grand i10 ASTA 1.2 KAPPA VTVT ,MANUAL,65464,PETROL,"9,834",503000,Bangalore
2018,Renault,Kwid,Kwid CLIMBER 1.0 AMT ,AUTOMATIC,37091,PETROL,"7,585",388000,Bangalore
2012,Hyundai,i20,i20 SPORTZ 1.2 ,MANUAL,52538,PETROL,"13,718",413000,Bangalore
2014,Hyundai,Xcent,Xcent S 1.2 ,MANUAL,65455,PETROL,"9,476",426000,Bangalore
2017,Honda,City,City 1.5L I-VTEC ZX CVT ,AUTOMATIC,42019,PETROL,"17,150",901000,Bangalore
2014,Honda,City,City 1.5L I-VTEC V MT ,MANUAL,74032,PETROL,"11,990",539000,Bangalore
2023,Maruti,Alto,Alto K10 VXI PLUS AMT ,AUTOMATIC,6675,PETROL,"11,339",580000,Bangalore
2016,Hyundai,Elite,Elite i20 ASTA 1.2 (O) ,MANUAL,55254,PETROL,"13,294",680000,Bangalore
2016,Maruti,Celerio,Celerio ZXI AMT ,AUTOMATIC,43855,PETROL,"9,091",465000,Bangalore
2017,Honda,Jazz,Jazz 1.2L I-VTEC VX ,MANUAL,34743,PETROL,"11,867",607000,Bangalore
2019,Renault,Kwid,Kwid RXT 1.0 AMT (O) ,AUTOMATIC,17650,PETROL,"8,934",457000,Bangalore
2015,Maruti,Swift,Swift VXI ,MANUAL,40348,PETROL,"9,951",509000,Bangalore
2014,Nissan,Micra,Micra XV CVT ,AUTOMATIC,82542,PETROL,"7,485",337000,Bangalore
2019,Renault,Kwid,Kwid CLIMBER 1.0 AMT ,AUTOMATIC,35567,PETROL,"8,837",451999,Bangalore
2022,KIA,CARENS,CARENS LUXURY PLUS 1.4 PETROL 7 STR ,MANUAL,10776,PETROL,"33,249",1747000,Bangalore
2019,Honda,City,City 1.5L I-VTEC ZX CVT ,AUTOMATIC,33869,PETROL,"20,766",1091000,Bangalore
2015,Maruti,Ciaz,Ciaz ZXI+ ,MANUAL,104650,PETROL,"12,746",573000,Bangalore
2016,Hyundai,Elite,Elite i20 ASTA 1.4 CRDI (O) ,MANUAL,79701,DIESEL,"14,291",731000,Bangalore
2019,Maruti,Celerio,Celerio VXI AMT ,AUTOMATIC,28264,PETROL,"9,931",508000,Bangalore
2015,Hyundai,Grand,Grand i10 SPORTZ 1.2 KAPPA VTVT ,MANUAL,26534,PETROL,"8,856",453000,Bangalore
2021,Maruti,Baleno,Baleno ZETA CVT PETROL 1.2 ,AUTOMATIC,26477,PETROL,"15,989",840000,Bangalore
2011,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,45778,PETROL,"13,887",295000,Bangalore
2020,Maruti,Ciaz,Ciaz DELTA 1.5 SHVS MT PETROL ,MANUAL,60741,PETROL,"16,084",844999,Bangalore
2021,Maruti,Baleno,Baleno ZETA CVT PETROL 1.2 ,AUTOMATIC,29413,PETROL,"16,426",863000,Bangalore
2019,Hyundai,i20,i20 Active 1.2 SX ,MANUAL,73607,PETROL,"14,233",728000,Bangalore
2015,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,45789,PETROL,"7,546",386000,Bangalore
2018,Maruti,Baleno,Baleno ALPHA PETROL 1.2 ,MANUAL,52083,PETROL,"13,333",682000,Bangalore
2022,Tata,NEXON,NEXON XZ PLUS (O) PETROL DARK EDITION ,MANUAL,15364,PETROL,"21,908",1151000,Bangalore
2022,Honda,City,City 1.5L I-VTEC ZX ,MANUAL,42212,PETROL,"23,045",1211000,Bangalore
2013,Maruti,Swift,Swift VXI ,MANUAL,27532,PETROL,"12,456",473000,Bangalore
2019,Mahindra,XUV300,XUV300 W8 (O) 1.5 DIESEL ,MANUAL,64772,DIESEL,"19,491",1024000,Bangalore
2017,Maruti,Wagon,Wagon R 1.0 VXI AMT ,AUTOMATIC,84182,PETROL,"9,345",478000,Bangalore
2013,Hyundai,i10,i10 ASTA 1.2 ,MANUAL,61285,PETROL,"10,823",411000,Bangalore
2019,Hyundai,NEW,NEW SANTRO ASTA MT ,MANUAL,55677,PETROL,"9,208",471000,Bangalore
2014,Hyundai,Xcent,Xcent SX AT 1.2 (O) ,AUTOMATIC,96431,PETROL,"9,387",422000,Bangalore
2019,Maruti,Ciaz,Ciaz ALPHA AT 1.5 SHVS PETROL ,AUTOMATIC,49968,PETROL,"17,416",915000,Bangalore
2019,Hyundai,Grand,Grand i10 SPORTZ AT 1.2 KAPPA VTVT ,AUTOMATIC,73192,PETROL,"11,320",579000,Bangalore
2017,Hyundai,Elite,Elite i20 ASTA 1.2 ,MANUAL,23793,PETROL,"13,666",699000,Bangalore
2019,Mahindra,XUV300,XUV300 W8 (O) 1.5 DIESEL ,MANUAL,53460,DIESEL,"21,223",1115000,Bangalore
2013,Honda,City,City 1.5L I-VTEC S MT ,MANUAL,89796,PETROL,"11,929",453000,Bangalore
2012,Honda,City,City 1.5L I-VTEC S MT ,MANUAL,87836,PETROL,"15,212",458000,Bangalore
2012,Maruti,Swift,Swift VXI ,MANUAL,97265,PETROL,"13,983",421000,Bangalore
2020,Hyundai,GRAND,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT ,AUTOMATIC,14274,PETROL,"14,233",728000,Bangalore
2018,Jeep,Compass,Compass LIMITED (O) 2.0 DIESEL 4X4 ,MANUAL,80713,DIESEL,"26,876",1412000,Bangalore
2022,Maruti,S,S PRESSO VXI+ ,MANUAL,11295,PETROL,"9,834",503000,Bangalore
2015,Renault,Duster,Duster 110 PS RXZ DIESEL PLUS ,MANUAL,105373,DIESEL,"14,214",639000,Bangalore
2018,Maruti,Celerio,Celerio ZXI AMT (O) ,AUTOMATIC,80488,PETROL,"8,798",450000,Bangalore
2015,Honda,Jazz,Jazz 1.2L I-VTEC V AT ,AUTOMATIC,55600,PETROL,"12,493",639000,Bangalore
2016,Maruti,Swift,Swift VXI ,MANUAL,97896,PETROL,"10,714",548000,Bangalore
2017,Honda,Jazz,Jazz 1.2L I-VTEC V AT ,AUTOMATIC,59350,PETROL,"11,671",597000,Bangalore
2022,KIA,SONET,SONET GTX PLUS 1.0 IMT ,MANUAL,11338,PETROL,"23,012",1209000,Bangalore
2017,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,63537,PETROL,"8,113",415000,Bangalore
2014,Maruti,Ciaz,Ciaz VDI ,MANUAL,86623,DIESEL,"14,747",560000,Bangalore
2018,Honda,City,City 1.5L I-VTEC ZX CVT ,AUTOMATIC,25751,PETROL,"20,100",1056000,Bangalore
2022,Tata,TIGOR,TIGOR XZ PETROL ,MANUAL,13622,PETROL,"13,900",711000,Bangalore
2017,Ford,Ecosport,Ecosport TITANIUM 1.5L PETROL AT ,AUTOMATIC,47695,PETROL,"14,604",747000,Bangalore
2017,Maruti,Baleno,Baleno ALPHA PETROL 1.2 ,MANUAL,67549,PETROL,"13,314",681000,Bangalore
2012,Maruti,Swift,Swift Dzire VDI ,MANUAL,69502,DIESEL,"17,747",377000,Bangalore
2017,Hyundai,Elite,Elite i20 ASTA 1.2 ,MANUAL,51852,PETROL,"12,864",658000,Bangalore
2016,Maruti,Ciaz,Ciaz ZDI SHVS ,MANUAL,60384,DIESEL,"14,115",722000,Bangalore
2019,Mahindra,XUV300,XUV300 W8 (O) 1.5 DIESEL AMT ,AUTOMATIC,41999,DIESEL,"18,722",984000,Bangalore
2016,Maruti,Wagon,Wagon R 1.0 VXI AMT ,AUTOMATIC,35322,PETROL,"8,739",447000,Bangalore
2019,Hyundai,Creta,Creta SX AT 1.6 PETROL ,AUTOMATIC,58130,PETROL,"20,690",1087000,Bangalore
2013,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,40896,PETROL,"9,559",363000,Bangalore
2017,Honda,Jazz,Jazz 1.2L I-VTEC V ,MANUAL,55339,PETROL,"11,828",605000,Bangalore
2022,Hyundai,AURA,AURA SX PLUS 1.2 AMT ,AUTOMATIC,9393,PETROL,"15,523",794000,Bangalore
2012,Hyundai,i20,i20 SPORTZ 1.2 ,MANUAL,62951,PETROL,"14,349",432000,Bangalore
2018,Maruti,Baleno,Baleno ALPHA PETROL 1.2 ,MANUAL,26449,PETROL,"13,842",708000,Bangalore
2020,Renault,Duster,Duster RXZ 1.5 PETROL MT ,MANUAL,41619,PETROL,"16,826",884000,Bangalore
2018,Hyundai,Eon,Eon ERA PLUS (O) ,MANUAL,57966,PETROL,"6,911",354000,Bangalore
2018,Hyundai,Grand,Grand i10 ASTA 1.2 KAPPA VTVT ,MANUAL,92759,PETROL,"9,722",497000,Bangalore
2020,KIA,SONET,SONET GTX PLUS 1.0 IMT ,MANUAL,32712,PETROL,"20,785",1092000,Bangalore
2016,Maruti,Wagon,Wagon R 1.0 VXI AMT ,AUTOMATIC,38333,PETROL,"8,641",442000,Bangalore
2016,Hyundai,Grand,Grand i10 SPORTZ 1.2 KAPPA VTVT ,MANUAL,49460,PETROL,"8,778",449000,Bangalore
2018,Maruti,Celerio,Celerio ZXI ,MANUAL,39085,PETROL,"9,413",482000,Bangalore
2022,Maruti,Celerio,Celerio VXI AMT ,AUTOMATIC,9778,PETROL,"12,102",619000,Bangalore
2021,Maruti,Celerio,Celerio ZXI AMT ,AUTOMATIC,20754,PETROL,"12,356",632000,Bangalore
2021,Mahindra,XUV300,XUV300 W8 (O) 1.5 DIESEL ,MANUAL,38811,DIESEL,"21,166",1112000,Bangalore
2016,Maruti,Wagon,Wagon R 1.0 VXI AMT ,AUTOMATIC,69324,PETROL,"7,976",408000,Bangalore
2021,KIA,SONET,SONET HTX PLUS 1.0 IMT ,MANUAL,21854,PETROL,"21,870",1149000,Bangalore
2023,Maruti,S,S PRESSO VXI (O) AMT ,AUTOMATIC,11631,PETROL,"11,280",577000,Bangalore
2016,Honda,Jazz,Jazz 1.2L I-VTEC V AT ,AUTOMATIC,74069,PETROL,"10,831",554000,Bangalore
2022,Tata,NEXON,NEXON XZA PLUS (HS) PETROL ,AUTOMATIC,15617,PETROL,"23,184",1218000,Bangalore
2018,Hyundai,Elite,Elite i20 ASTA 1.2 (O) ,MANUAL,81961,PETROL,"13,431",687000,Bangalore
2017,Honda,City,City 1.5L I-VTEC VX CVT ,AUTOMATIC,124446,PETROL,"17,573",790000,Bangalore
2015,Hyundai,Grand,Grand i10 SPORTZ 1.2 KAPPA VTVT ,MANUAL,52074,PETROL,"8,954",458000,Bangalore
2016,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,29641,PETROL,"12,278",628000,Bangalore
2016,Maruti,Alto,Alto K10 VXI (O) AMT ,AUTOMATIC,15385,PETROL,"8,133",416000,Bangalore
2020,Maruti,S,S PRESSO VXI+ ,MANUAL,21196,PETROL,"8,524",436000,Bangalore
2018,Honda,Amaze,Amaze 1.2L I-VTEC V CVT ,AUTOMATIC,59863,PETROL,"14,174",725000,Bangalore
2022,Tata,NEXON,NEXON XZA PLUS (HS) PETROL ,AUTOMATIC,11001,PETROL,"23,260",1222000,Bangalore
2017,Honda,Jazz,Jazz 1.2L I-VTEC V AT ,AUTOMATIC,57291,PETROL,"12,414",635000,Bangalore
2020,KIA,SELTOS,SELTOS HTX PLUS AT1.5 DIESEL ,AUTOMATIC,54526,DIESEL,"27,580",1449000,Bangalore
2022,Volkswagen,TAIGUN,TAIGUN TOPLINE 1.0 TSI MT ,MANUAL,7734,PETROL,"30,159",1584000,Bangalore
2014,Honda,City,City 1.5L I-VTEC V MT ,MANUAL,73554,PETROL,"13,124",590000,Bangalore
2020,Tata,Harrier,Harrier XZA PLUS 2.0L ,AUTOMATIC,68859,DIESEL,"34,566",1816000,Bangalore
2018,Hyundai,Grand,Grand i10 SPORTZ AT 1.2 KAPPA VTVT ,AUTOMATIC,50840,PETROL,"11,671",597000,Bangalore
2018,Hyundai,Verna,Verna 1.6 VTVT SX (O) AT ,AUTOMATIC,19792,PETROL,"18,920",994000,Bangalore
2017,Hyundai,Grand,Grand i10 ASTA 1.2 KAPPA VTVT ,MANUAL,60620,PETROL,"10,303",527000,Bangalore
2017,Ford,Ecosport,Ecosport TITANIUM 1.5L PETROL ,MANUAL,56954,PETROL,"14,213",727000,Bangalore
2018,Hyundai,Verna,Verna 1.6 VTVT SX (O) AT ,AUTOMATIC,61288,PETROL,"17,671",927999,Bangalore
2018,Renault,Duster,Duster RXS CVT ,AUTOMATIC,69110,PETROL,"14,975",766000,Bangalore
2016,Hyundai,Verna,Verna 1.6 CRDI SX ,MANUAL,69384,DIESEL,"15,246",801000,Bangalore
2014,Honda,Brio,Brio S MT ,MANUAL,87590,PETROL,"8,075",363000,Bangalore
2014,Renault,Duster,Duster 85 PS RXL DIESEL ,MANUAL,82606,DIESEL,"15,774",599000,Bangalore
2018,Hyundai,Grand,Grand i10 SPORTZ 1.2 KAPPA VTVT ,MANUAL,11853,PETROL,"11,613",594000,Bangalore
2015,Hyundai,Grand,Grand i10 SPORTZ 1.2 KAPPA VTVT ,MANUAL,81093,PETROL,"8,192",419000,Bangalore
2016,Renault,Duster,Duster RXL 1.6 PETROL ,MANUAL,58909,PETROL,"12,981",664000,Bangalore
2015,Maruti,Ciaz,Ciaz ZXI ,MANUAL,97889,PETROL,"11,241",575000,Bangalore
2017,Maruti,Celerio,Celerio ZXI AMT (O) ,AUTOMATIC,35997,PETROL,"9,384",480000,Bangalore
2017,Hyundai,Elite,Elite i20 ASTA 1.2 ,MANUAL,32241,PETROL,"13,890",711000,Bangalore
2018,Hyundai,Grand,Grand i10 SPORTZ AT 1.2 KAPPA VTVT ,AUTOMATIC,44868,PETROL,"11,359",581000,Bangalore
2016,Hyundai,Grand,Grand i10 ASTA (O) 1.2 KAPPA VTVT ,MANUAL,41208,PETROL,"10,381",531000,Bangalore
2016,Hyundai,Grand,Grand i10 ASTA (O) 1.2 KAPPA VTVT ,MANUAL,49862,PETROL,"10,518",538000,Bangalore
2015,Hyundai,Grand,Grand i10 SPORTZ 1.2 KAPPA VTVT ,MANUAL,93513,PETROL,"8,113",415000,Bangalore
2017,Hyundai,Grand,Grand i10 ASTA 1.2 KAPPA VTVT ,MANUAL,21223,PETROL,"10,694",547000,Bangalore
2023,Maruti,S,S PRESSO VXI PLUS (O) AMT ,AUTOMATIC,7370,PETROL,"12,727",651000,Bangalore
2022,KIA,SONET,SONET HTX PLUS 1.0 IMT ,MANUAL,14039,PETROL,"23,583",1239000,Bangalore
2017,Maruti,Wagon,Wagon R 1.0 VXI AMT ,AUTOMATIC,44109,PETROL,"9,423",482000,Bangalore
2021,MG,HECTOR,HECTOR PLUS SHARP 1.5 PETROL TURBO DCT 6-STR ,AUTOMATIC,14065,PETROL,"35,670",1873999,Bangalore
2019,Maruti,Alto,Alto VXI ,MANUAL,10041,PETROL,"7,556",387000,Bangalore
2022,KIA,SONET,SONET GTX PLUS 1.0 DCT ,AUTOMATIC,19749,PETROL,"24,364",1280000,Bangalore
2022,KIA,SONET,SONET GTX PLUS 1.0 IMT ,MANUAL,11162,PETROL,"23,393",1229000,Bangalore
2022,KIA,SONET,SONET GTX PLUS 1.0 IMT DUAL TONE ,MANUAL,19669,PETROL,"23,640",1242000,Bangalore
2011,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,92875,PETROL,"13,675",290000,Bangalore
2017,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,23573,PETROL,"13,685",700000,Bangalore
2020,MG,HECTOR,HECTOR PLUS SHARP 2.0 DIESEL TURBO MT 6-STR DUAL TONE ,MANUAL,12098,DIESEL,"35,632",1872000,Bangalore
2016,Maruti,Wagon,Wagon R 1.0 VXI AMT ,AUTOMATIC,48043,PETROL,"8,133",416000,Bangalore
2016,Maruti,Celerio,Celerio VXI AMT (O) ,AUTOMATIC,62383,PETROL,"8,888",455000,Bangalore
2022,KIA,SONET,SONET GTX PLUS 1.0 DCT ,AUTOMATIC,16176,PETROL,"24,592",1292000,Bangalore
2011,Hyundai,Eon,Eon ERA ,MANUAL,58637,PETROL,"11,156",237000,Bangalore
2022,Hyundai,VENUE,VENUE SX (O) 1.0 TURBO DCT ,AUTOMATIC,15703,PETROL,"25,334",1331000,Bangalore
2021,KIA,SONET,SONET GTX PLUS 1.5 AT ,AUTOMATIC,27903,DIESEL,"26,134",1373000,Bangalore
2016,Hyundai,Grand,Grand i10 ASTA (O) 1.2 KAPPA VTVT ,MANUAL,74972,PETROL,"9,728",498000,Bangalore
2018,Hyundai,Grand,Grand i10 MAGNA 1.2 KAPPA VTVT ,MANUAL,33903,PETROL,"9,736",498000,Bangalore
2015,Renault,Duster,Duster 85 PS RXL DIESEL ,MANUAL,67386,DIESEL,"13,903",625000,Bangalore
2015,Hyundai,Grand,Grand i10 SPORTZ 1.2 KAPPA VTVT ,MANUAL,41548,PETROL,"8,758",448000,Bangalore
2016,Maruti,Wagon,Wagon R 1.0 VXI AMT ,AUTOMATIC,40428,PETROL,"7,971",408000,Bangalore
2020,Hyundai,NEW,NEW I20 ASTA (O) 1.2 MT ,MANUAL,28806,PETROL,"15,779",828999,Bangalore
2019,KIA,SELTOS,SELTOS HTX 1.5 PETROL ,MANUAL,66651,PETROL,"19,320",1015000,Bangalore
2019,Maruti,Ciaz,Ciaz SIGMA 1.5 SHVS MT PETROL ,MANUAL,12567,PETROL,"15,151",775000,Bangalore
2014,Honda,City,City 1.5L I-VTEC SV ,MANUAL,55894,PETROL,"12,168",547000,Bangalore
2018,Ford,FREESTYLE,FREESTYLE TITANIUM 1.2 PETROL ,MANUAL,32842,PETROL,"12,463",638000,Bangalore
2014,Maruti,Alto,Alto K10 LXI ,MANUAL,63792,PETROL,"6,228",280000,Bangalore
2020,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,33092,PETROL,"13,283",679000,Bangalore
2021,Hyundai,NEW,NEW I20 N LINE N8 1.0 TURBO GDI IMT ,MANUAL,26773,PETROL,"19,219",1010000,Bangalore
2023,Tata,Tiago,Tiago XZA PLUS PETROL ,AUTOMATIC,2280,PETROL,"15,562",796000,Bangalore
2015,Volkswagen,Polo,Polo GT TSI AT ,AUTOMATIC,85287,PETROL,"12,297",629000,Bangalore
2017,Ford,Ecosport,Ecosport TITANIUM 1.5L PETROL ,MANUAL,48918,PETROL,"12,903",660000,Bangalore
2017,Maruti,Dzire,Dzire VXI AMT ,AUTOMATIC,29486,PETROL,"12,219",625000,Bangalore
2020,Hyundai,GRAND,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT ,AUTOMATIC,45834,PETROL,"12,825",656000,Bangalore
2014,Renault,Pulse,Pulse RX L DIESEL ,MANUAL,83897,DIESEL,"7,689",292000,Bangalore
2014,Toyota,Etios,Etios CROSS 1.4 GD ,MANUAL,121920,DIESEL,"12,245",465000,Bangalore
2016,Maruti,Baleno,Baleno ZETA CVT PETROL 1.2 ,AUTOMATIC,83635,PETROL,"10,381",531000,Bangalore
2012,Maruti,Swift,Swift ZXI ,MANUAL,105772,PETROL,"12,887",388000,Bangalore
2012,Honda,City,City 1.5L I-VTEC CORPORATE MT ,MANUAL,68373,PETROL,"13,585",409000,Bangalore
2014,Hyundai,Xcent,Xcent S 1.2 ,MANUAL,82065,PETROL,"8,364",376000,Bangalore
2016,Honda,Amaze,Amaze 1.2L I-VTEC S ,MANUAL,51836,PETROL,"8,231",421000,Bangalore
2015,Mahindra,Scorpio,Scorpio S8 ,MANUAL,61590,DIESEL,"21,982",1011000,Bangalore
2017,Mahindra,TUV300,TUV300 T8 ,MANUAL,32940,DIESEL,"15,341",806000,Bangalore
2021,Maruti,Swift,Swift VXI ,MANUAL,13228,PETROL,"14,057",719000,Bangalore
2011,Maruti,Swift,Swift VXI ,MANUAL,64003,PETROL,"16,664",354000,Bangalore
2022,Hyundai,VENUE,VENUE S 1.2 ,MANUAL,18184,PETROL,"16,445",864000,Bangalore
2019,Hyundai,VENUE,VENUE S 1.0 TURBO DCT ,AUTOMATIC,52244,PETROL,"15,551",817000,Bangalore
2018,Honda,City,City 1.5L I-VTEC VX ,MANUAL,70183,PETROL,"15,621",799000,Bangalore
2019,Renault,TRIBER,TRIBER RXZ ,MANUAL,57625,PETROL,"11,926",610000,Bangalore
2019,Hyundai,Grand,Grand i10 MAGNA 1.2 KAPPA VTVT ,MANUAL,14199,PETROL,"9,443",483000,Bangalore
2021,Maruti,S,S PRESSO VXI AMT ,AUTOMATIC,9677,PETROL,"9,071",463999,Bangalore
2021,Hyundai,GRAND,GRAND I10 NIOS ASTA 1.2 KAPPA VTVT ,MANUAL,37258,PETROL,"13,130",672000,Bangalore
2017,Hyundai,Elite,Elite i20 ASTA 1.2 ,MANUAL,25975,PETROL,"13,881",710000,Bangalore
2022,Volkswagen,TAIGUN,TAIGUN TOPLINE 1.0 TSI MT ,MANUAL,15979,PETROL,"29,541",1552000,Bangalore
2019,Maruti,Baleno,Baleno ALPHA CVT PETROL 1.2 ,AUTOMATIC,34783,PETROL,"15,406",788000,Bangalore
2020,Tata,Tiago,Tiago XZA PLUS PETROL ,AUTOMATIC,38930,PETROL,"13,255",678000,Bangalore
2016,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,40339,PETROL,"7,761",397000,Bangalore
2022,Honda,City,City 1.5L I-VTE V CVT ,AUTOMATIC,17703,PETROL,"24,116",1267000,Bangalore
2017,Renault,Kwid,Kwid CLIMBER 1.0 AMT ,AUTOMATIC,27849,PETROL,"7,585",388000,Bangalore
2014,Maruti,Swift,Swift ZXI ,MANUAL,41074,PETROL,"11,478",516000,Bangalore
2018,Maruti,Swift,Swift VXI AMT ,AUTOMATIC,29219,PETROL,"12,610",645000,Bangalore
